arch,name,features,unsafe,stability,file,doc,signature,instruction
x86_64,_mm256_permute_pd,avx,False,stable,avx.rs,Shuffles double-precision (64-bit) floating-point elements in `a` within 128-bit lanes using the control in `imm8`.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_permute_pd),fn _mm256_permute_pd<IMM4: i32>(a: __m256d) -> __m256d,vshufpd
x86_64,_mm_permute_pd,avx,False,stable,avx.rs,Shuffles double-precision (64-bit) floating-point elements in `a` using the control in `imm8`.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_permute_pd),fn _mm_permute_pd<IMM2: i32>(a: __m128d) -> __m128d,vshufpd
x86_64,_mm256_permute2f128_ps,avx,False,stable,avx.rs,Shuffles 256 bits (composed of 8 packed single-precision (32-bit) floating-point elements) selected by `imm8` from `a` and `b`.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_permute2f128_ps),"fn _mm256_permute2f128_ps<IMM8: i32>(a: __m256, b: __m256) -> __m256",vperm2f128
x86_64,_mm256_permute2f128_pd,avx,False,stable,avx.rs,Shuffles 256 bits (composed of 4 packed double-precision (64-bit) floating-point elements) selected by `imm8` from `a` and `b`.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_permute2f128_pd),"fn _mm256_permute2f128_pd<IMM8: i32>(a: __m256d, b: __m256d) -> __m256d",vperm2f128
x86_64,_mm256_permute2f128_si256,avx,False,stable,avx.rs,Shuffles 128-bits (composed of integer data) selected by `imm8` from `a` and `b`.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_permute2f128_si256),"fn _mm256_permute2f128_si256<IMM8: i32>(a: __m256i, b: __m256i) -> __m256i",vperm2f128
x86_64,_mm256_broadcast_ss,avx,False,stable,avx.rs,Broadcasts a single-precision (32-bit) floating-point element from memory to all elements of the returned vector.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_broadcast_ss),fn _mm256_broadcast_ss(f: &f32) -> __m256,vbroadcastss
x86_64,_mm_broadcast_ss,avx,False,stable,avx.rs,Broadcasts a single-precision (32-bit) floating-point element from memory to all elements of the returned vector.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_broadcast_ss),fn _mm_broadcast_ss(f: &f32) -> __m128,vbroadcastss
x86_64,_mm256_broadcast_sd,avx,False,stable,avx.rs,Broadcasts a double-precision (64-bit) floating-point element from memory to all elements of the returned vector.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_broadcast_sd),fn _mm256_broadcast_sd(f: &f64) -> __m256d,vbroadcastsd
x86_64,_mm256_broadcast_ps,avx,False,stable,avx.rs,Broadcasts 128 bits from memory (composed of 4 packed single-precision (32-bit) floating-point elements) to all elements of the returned vector.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_broadcast_ps),fn _mm256_broadcast_ps(a: &__m128) -> __m256,vbroadcastf128
x86_64,_mm256_broadcast_pd,avx,False,stable,avx.rs,Broadcasts 128 bits from memory (composed of 2 packed double-precision (64-bit) floating-point elements) to all elements of the returned vector.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_broadcast_pd),fn _mm256_broadcast_pd(a: &__m128d) -> __m256d,vbroadcastf128
x86_64,_mm256_insertf128_ps,avx,False,stable,avx.rs,"Copies `a` to result, then inserts 128 bits (composed of 4 packed single-precision (32-bit) floating-point elements) from `b` into result at the location specified by `imm8`.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_insertf128_ps)","fn _mm256_insertf128_ps<IMM1: i32>(a: __m256, b: __m128) -> __m256",vinsertf128
x86_64,_mm256_insertf128_pd,avx,False,stable,avx.rs,"Copies `a` to result, then inserts 128 bits (composed of 2 packed double-precision (64-bit) floating-point elements) from `b` into result at the location specified by `imm8`.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_insertf128_pd)","fn _mm256_insertf128_pd<IMM1: i32>(a: __m256d, b: __m128d) -> __m256d",vinsertf128
x86_64,_mm256_insertf128_si256,avx,False,stable,avx.rs,"Copies `a` to result, then inserts 128 bits from `b` into result at the location specified by `imm8`.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_insertf128_si256)","fn _mm256_insertf128_si256<IMM1: i32>(a: __m256i, b: __m128i) -> __m256i",vinsertf128
x86_64,_mm256_insert_epi8,avx,False,stable,avx.rs,"Copies `a` to result, and inserts the 8-bit integer `i` into result at the location specified by `index`.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_insert_epi8)","fn _mm256_insert_epi8<INDEX: i32>(a: __m256i, i: i8) -> __m256i",
x86_64,_mm256_insert_epi16,avx,False,stable,avx.rs,"Copies `a` to result, and inserts the 16-bit integer `i` into result at the location specified by `index`.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_insert_epi16)","fn _mm256_insert_epi16<INDEX: i32>(a: __m256i, i: i16) -> __m256i",
x86_64,_mm256_insert_epi32,avx,False,stable,avx.rs,"Copies `a` to result, and inserts the 32-bit integer `i` into result at the location specified by `index`.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_insert_epi32)","fn _mm256_insert_epi32<INDEX: i32>(a: __m256i, i: i32) -> __m256i",
x86_64,_mm256_load_pd,avx,True,stable,avx.rs,Loads 256-bits (composed of 4 packed double-precision (64-bit) floating-point elements) from memory into result. `mem_addr` must be aligned on a 32-byte boundary or a general-protection exception may be generated.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_load_pd),fn _mm256_load_pd(mem_addr: *f64) -> __m256d,vmovap
x86_64,_mm256_store_pd,avx,True,stable,avx.rs,Stores 256-bits (composed of 4 packed double-precision (64-bit) floating-point elements) from `a` into memory. `mem_addr` must be aligned on a 32-byte boundary or a general-protection exception may be generated.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_store_pd),"fn _mm256_store_pd(mem_addr: *mut f64, a: __m256d)",vmovap
x86_64,_mm256_load_ps,avx,True,stable,avx.rs,Loads 256-bits (composed of 8 packed single-precision (32-bit) floating-point elements) from memory into result. `mem_addr` must be aligned on a 32-byte boundary or a general-protection exception may be generated.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_load_ps),fn _mm256_load_ps(mem_addr: *f32) -> __m256,vmovaps
x86_64,_mm256_store_ps,avx,True,stable,avx.rs,Stores 256-bits (composed of 8 packed single-precision (32-bit) floating-point elements) from `a` into memory. `mem_addr` must be aligned on a 32-byte boundary or a general-protection exception may be generated.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_store_ps),"fn _mm256_store_ps(mem_addr: *mut f32, a: __m256)",vmovaps
x86_64,_mm256_loadu_pd,avx,True,stable,avx.rs,Loads 256-bits (composed of 4 packed double-precision (64-bit) floating-point elements) from memory into result. `mem_addr` does not need to be aligned on any particular boundary.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_loadu_pd),fn _mm256_loadu_pd(mem_addr: *f64) -> __m256d,vmovup
x86_64,_mm256_storeu_pd,avx,True,stable,avx.rs,Stores 256-bits (composed of 4 packed double-precision (64-bit) floating-point elements) from `a` into memory. `mem_addr` does not need to be aligned on any particular boundary.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_storeu_pd),"fn _mm256_storeu_pd(mem_addr: *mut f64, a: __m256d)",vmovup
x86_64,_mm256_loadu_ps,avx,True,stable,avx.rs,Loads 256-bits (composed of 8 packed single-precision (32-bit) floating-point elements) from memory into result. `mem_addr` does not need to be aligned on any particular boundary.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_loadu_ps),fn _mm256_loadu_ps(mem_addr: *f32) -> __m256,vmovups
x86_64,_mm256_storeu_ps,avx,True,stable,avx.rs,Stores 256-bits (composed of 8 packed single-precision (32-bit) floating-point elements) from `a` into memory. `mem_addr` does not need to be aligned on any particular boundary.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_storeu_ps),"fn _mm256_storeu_ps(mem_addr: *mut f32, a: __m256)",vmovups
x86_64,_mm256_load_si256,avx,True,stable,avx.rs,Loads 256-bits of integer data from memory into result. `mem_addr` must be aligned on a 32-byte boundary or a general-protection exception may be generated.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_load_si256),fn _mm256_load_si256(mem_addr: *__m256i) -> __m256i,vmovaps
x86_64,_mm256_store_si256,avx,True,stable,avx.rs,Stores 256-bits of integer data from `a` into memory. `mem_addr` must be aligned on a 32-byte boundary or a general-protection exception may be generated.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_store_si256),"fn _mm256_store_si256(mem_addr: *mut __m256i, a: __m256i)",vmovaps
x86_64,_mm256_loadu_si256,avx,True,stable,avx.rs,Loads 256-bits of integer data from memory into result. `mem_addr` does not need to be aligned on any particular boundary.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_loadu_si256),fn _mm256_loadu_si256(mem_addr: *__m256i) -> __m256i,vmovups
x86_64,_mm256_storeu_si256,avx,True,stable,avx.rs,Stores 256-bits of integer data from `a` into memory. `mem_addr` does not need to be aligned on any particular boundary.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_storeu_si256),"fn _mm256_storeu_si256(mem_addr: *mut __m256i, a: __m256i)",vmovups
x86_64,_mm256_maskload_pd,avx,True,stable,avx.rs,Loads packed double-precision (64-bit) floating-point elements from memory into result using `mask` (elements are zeroed out when the high bit of the corresponding element is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_maskload_pd),"fn _mm256_maskload_pd(mem_addr: *f64, mask: __m256i) -> __m256d",vmaskmovpd
x86_64,_mm256_maskstore_pd,avx,True,stable,avx.rs,Stores packed double-precision (64-bit) floating-point elements from `a` into memory using `mask`.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_maskstore_pd),"fn _mm256_maskstore_pd(mem_addr: *mut f64, mask: __m256i, a: __m256d)",vmaskmovpd
x86_64,_mm_maskload_pd,avx,True,stable,avx.rs,Loads packed double-precision (64-bit) floating-point elements from memory into result using `mask` (elements are zeroed out when the high bit of the corresponding element is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_maskload_pd),"fn _mm_maskload_pd(mem_addr: *f64, mask: __m128i) -> __m128d",vmaskmovpd
x86_64,_mm_maskstore_pd,avx,True,stable,avx.rs,Stores packed double-precision (64-bit) floating-point elements from `a` into memory using `mask`.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_maskstore_pd),"fn _mm_maskstore_pd(mem_addr: *mut f64, mask: __m128i, a: __m128d)",vmaskmovpd
x86_64,_mm256_maskload_ps,avx,True,stable,avx.rs,Loads packed single-precision (32-bit) floating-point elements from memory into result using `mask` (elements are zeroed out when the high bit of the corresponding element is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_maskload_ps),"fn _mm256_maskload_ps(mem_addr: *f32, mask: __m256i) -> __m256",vmaskmovps
x86_64,_mm256_maskstore_ps,avx,True,stable,avx.rs,Stores packed single-precision (32-bit) floating-point elements from `a` into memory using `mask`.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_maskstore_ps),"fn _mm256_maskstore_ps(mem_addr: *mut f32, mask: __m256i, a: __m256)",vmaskmovps
x86_64,_mm_maskload_ps,avx,True,stable,avx.rs,Loads packed single-precision (32-bit) floating-point elements from memory into result using `mask` (elements are zeroed out when the high bit of the corresponding element is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_maskload_ps),"fn _mm_maskload_ps(mem_addr: *f32, mask: __m128i) -> __m128",vmaskmovps
x86_64,_mm_maskstore_ps,avx,True,stable,avx.rs,Stores packed single-precision (32-bit) floating-point elements from `a` into memory using `mask`.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_maskstore_ps),"fn _mm_maskstore_ps(mem_addr: *mut f32, mask: __m128i, a: __m128)",vmaskmovps
x86_64,_mm256_movehdup_ps,avx,False,stable,avx.rs,"Duplicate odd-indexed single-precision (32-bit) floating-point elements from `a`, and returns the results.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_movehdup_ps)",fn _mm256_movehdup_ps(a: __m256) -> __m256,vmovshdup
x86_64,_mm256_moveldup_ps,avx,False,stable,avx.rs,"Duplicate even-indexed single-precision (32-bit) floating-point elements from `a`, and returns the results.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_moveldup_ps)",fn _mm256_moveldup_ps(a: __m256) -> __m256,vmovsldup
x86_64,_mm256_movedup_pd,avx,False,stable,avx.rs,"Duplicate even-indexed double-precision (64-bit) floating-point elements from `a`, and returns the results.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_movedup_pd)",fn _mm256_movedup_pd(a: __m256d) -> __m256d,vmovddup
x86_64,_mm256_lddqu_si256,avx,True,stable,avx.rs,Loads 256-bits of integer data from unaligned memory into result. This intrinsic may perform better than `_mm256_loadu_si256` when the data crosses a cache line boundary.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_lddqu_si256),fn _mm256_lddqu_si256(mem_addr: *__m256i) -> __m256i,vlddqu
x86_64,_mm256_stream_si256,avx,True,stable,avx.rs,"Moves integer data from a 256-bit integer vector to a 32-byte aligned memory location. To minimize caching, the data is flagged as non-temporal (unlikely to be used again soon)  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_stream_si256)  # Safety of non-temporal stores  After using this intrinsic, but before any other access to the memory that this intrinsic mutates, a call to [`_mm_sfence`] must be performed by the thread that used the intrinsic. In particular, functions that call this intrinsic should generally call `_mm_sfence` before they return.  See [`_mm_sfence`] for details.","fn _mm256_stream_si256(mem_addr: *mut __m256i, a: __m256i)",vmovntdq
x86_64,_mm256_stream_pd,avx,True,stable,avx.rs,"Moves double-precision values from a 256-bit vector of `[4 x double]` to a 32-byte aligned memory location. To minimize caching, the data is flagged as non-temporal (unlikely to be used again soon).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_stream_pd)  # Safety of non-temporal stores  After using this intrinsic, but before any other access to the memory that this intrinsic mutates, a call to [`_mm_sfence`] must be performed by the thread that used the intrinsic. In particular, functions that call this intrinsic should generally call `_mm_sfence` before they return.  See [`_mm_sfence`] for details.","fn _mm256_stream_pd(mem_addr: *mut f64, a: __m256d)",vmovntpd
